,count,mean,std,min,25%,50%,75%,max
v181,17664.0,-0.0008245520412791313,0.005158901416401688,-0.0389313639105096,0.000128627851596275,0.0003524200270951,0.000619294077430325,0.0053108865035698
v182,17664.0,-0.0006491088456304599,0.00486859700547808,-0.0369807703602751,0.000130297400078875,0.0003643450470215,0.000616522401782375,0.0099045150997735
v183,17664.0,-0.00041785347095752947,0.002463276962564258,-0.0229206136205744,6.363931252903465e-05,0.0002040864850834,0.000352581793372375,0.0057780754845204
v184,17664.0,-0.00034292407649898736,0.0014310069226185522,-0.0099687425525282,-0.000369536165233175,0.00012170768719084999,0.000228438969277825,0.0043172009740947
v185,17664.0,-0.0003241938189580973,0.001019158309891011,-0.0077295020296318,-0.000728697425982925,0.0,0.00018821737615075,0.0021393703807079
v186,17664.0,-0.000320310805218477,0.0008217437611848487,-0.0056441888107952,-0.000745785037898175,-0.00012728770287190002,0.00019018191109655,0.001991629539244
v187,17664.0,-0.00033779738009891093,0.0007463957571620197,-0.0051039074527041,-0.000749674143441925,-0.00024713667810355,0.00019810928816995,0.0014341313513018
v188,17664.0,-0.00034230668226873897,0.0007338161386077248,-0.0057831755056057,-0.0007424537198111001,-0.0003131593419001,0.00021219727388155,0.0013393869325908
v189,17664.0,-0.0003415146751837292,0.0007318819646718736,-0.0041668362135705,-0.0007673806776834001,-0.00024613565724164997,0.000195014862013175,0.0019575761943615
v190,17664.0,-0.0003498952714257188,0.0008235019192179645,-0.0048319639831665,-0.0008009061622508749,-0.00015315875618970002,0.0001760392002489,0.001712429502844
v191,17664.0,-0.00035788346318486994,0.0010206779743687773,-0.0068852249336584,-0.0007735893502403,-1.991294297849777e-06,0.00018252714743515,0.0023100887383451
v192,17664.0,-0.00037719295593711824,0.0014854445599509687,-0.0116254779728835,-0.000495889839127325,0.0001084272811356,0.000223161906840725,0.0049119942478403
v193,17664.0,-0.00044581880958639993,0.0022759660112472236,-0.0144311616822745,5.797335371927371e-05,0.00021102708127219999,0.00033444142387065,0.0069570995654306
v194,17664.0,-0.0006595131046185678,0.004894103016632989,-0.0359194934803652,0.00012745142955375,0.00034554514972715,0.00061233317792865,0.0135650899190843
v195,17664.0,-0.0007611175291112913,0.005433072629507454,-0.0560943062186011,0.0001380340553779,0.0003548927388739,0.0006950992301716,0.0055284571927927
v196,17664.0,-0.00042978296161425315,0.0023408890151212277,-0.0157661403953184,6.98116499231391e-05,0.00020827869781849998,0.00034911380709225,0.0082587605334547
v197,17664.0,-0.0003536522050387478,0.0014326776889172703,-0.0110268579262853,-0.000385444597032125,0.0001197223374238,0.000227195330439375,0.0030747690974831
v198,17664.0,-0.0003335458876742612,0.0010336234985765804,-0.0068711307740195,-0.00070701711673905,1.3658388089907159e-06,0.00019194768197065002,0.0027015903500278
v199,17664.0,-0.0003503072385083236,0.0008622247685672321,-0.0058623736162523,-0.000771223521132825,-0.00017956720043085,0.000184110118608625,0.0014485814647435
v200,17664.0,-0.00035396260631451263,0.0007822266768651674,-0.0059249567328601,-0.0007404152366616001,-0.00027685784744019997,0.00020204454617567502,0.0013729145766277
v201,17664.0,-0.00035267079669569013,0.0007298748026657666,-0.00441937405998,-0.0007647203259338,-0.00027566794769340005,0.000222096081089025,0.0019516701301378
v202,17664.0,-0.00036177992156772725,0.0007642628539710149,-0.0047105539567282,-0.0007901082516223,-0.00021951336593505,0.00019870952190365,0.0013370847348872
v203,17664.0,-0.0003650422542188287,0.0008701277461996838,-0.0057119933955013,-0.000803029484670725,-0.00015311870968125,0.000171699146959225,0.0016098385609178
v204,17664.0,-0.0003717957088107241,0.001119409472427552,-0.0081874423877501,-0.000762754721234375,-7.1811718846542805e-06,0.0001802963333734,0.0034457445279071
v205,17664.0,-0.0003933237292928908,0.0014838653654853544,-0.0098922198277414,-0.000425190819830775,0.00010336116076515,0.000227163729690375,0.0032335320950548
v206,17664.0,-0.0004524851769712731,0.002414481722808837,-0.0168824041843482,2.6860497124754634e-05,0.00020001535635405,0.00033041527946105003,0.0093504881351653
v207,17664.0,-0.0008245520412790899,0.005158901416401686,-0.0389313639105098,0.000128627851596275,0.00035242002709505004,0.0006192940774304,0.00531088650357
x,17664.0,-5.148860404058697e-17,0.39911744177608993,-0.9,-0.2443457125870591,-6.123233995736766e-18,0.24434571258705864,0.9
y,17664.0,1.4078915167348e-17,0.39911744177609,-0.9,-0.24434571258705914,6.123233995736766e-18,0.24434571258705878,0.9
force,17664.0,0.49971739130434784,0.18664195220198534,0.0,0.3915,0.498,0.621,0.924
